day_name,date,container_number,line,movement_type,driver,origin,time_out,destination,time_in,status,type,size,remarks,shifting_price,haulage_price
Sat,2023-07-22,SUDU8070615,MAERSK,Collection,IPHS,LML,10:20:00.000000000,IPHS,10:28:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Wed,2023-08-23,MSFU8627967,MAERSK,Collection,IPHS,LML,14:25:00.000000000,IPHS,14:35:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Wed,2023-08-30,MSFU8626600,MAERSK,Collection,IPHS,LML,15:10:00.000000000,IPHS,15:25:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-09-22,GESU9511496,CMA CGM,Shifting,NA,IPHS,08:49:00.000000000,IPHS,10:39:00.000000000,Empty,Reefer,40',PEVASA,35.0,0.0
Thu,2023-09-28,GESU1189038,CMA CGM,Collection,IPHS,LML,13:45:00.000000000,IPHS,13:55:00.000000000,Empty,Dry,20',CMA CGM,35.0,60.0
Thu,2023-10-05,SUDU6013848,MAERSK,Collection,IPHS,LML,10:17:00.000000000,IPHS,10:30:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-10-05,SUDU5276578,MAERSK,Collection,IPHS,LML,12:54:00.000000000,IPHS,13:06:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-10-05,SUDU5244040,MAERSK,Collection,IPHS,LML,11:15:00.000000000,IPHS,11:23:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-10-05,SUDU8080629,MAERSK,Collection,IPHS,LML,11:35:00.000000000,IPHS,11:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-11-06,MSFU0002546,MAERSK,Collection,IPHS,LML,14:22:00.000000000,IPHS,14:37:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-11-06,SUDU5237484,MAERSK,Collection,IPHS,LML,13:54:00.000000000,IPHS,14:08:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-11-06,SUDU8165310,MAERSK,Collection,IPHS,LML,12:14:00.000000000,IPHS,12:25:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-11-06,SUDU8183102,MAERSK,Collection,IPHS,LML,10:50:00.000000000,IPHS,11:12:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-11-06,SUDU6031878,MAERSK,Collection,IPHS,LML,11:23:00.000000000,IPHS,11:35:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-11-06,SUDU8065500,MAERSK,Collection,IPHS,LML,11:25:00.000000000,IPHS,11:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-11-09,SUDU6036102,MAERSK,Collection,IPHS,LML,10:10:00.000000000,IPHS,10:48:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-11-09,SUDU5285353,MAERSK,Collection,IPHS,LML,10:07:00.000000000,IPHS,10:17:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-11-10,SUDU8183592,MAERSK,Collection,IPHS,LML,15:31:00.000000000,IPHS,15:50:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-11-11,SUDU5222083,MAERSK,Collection,IPHS,LML,10:00:00.000000000,IPHS,10:10:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-11-17,SUDU8236239,MAERSK,Collection,IPHS,LML,10:30:00.000000000,IPHS,10:40:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-11-17,SUDU8243095,MAERSK,Collection,IPHS,LML,09:09:00.000000000,IPHS,09:33:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-11-20,SUDU8244580,MAERSK,Collection,IPHS,LML,08:00:00.000000000,IPHS,08:10:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-02,SUDU8206830,MAERSK,Collection,IPHS,LML,11:39:00.000000000,IPHS,11:52:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-02,SUDU8245101,MAERSK,Collection,IPHS,LML,13:55:00.000000000,IPHS,14:05:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-02,TTNU8034849,IOT,Collection,THIRD PARTY,HD YARD,09:05:00.000000000,IPHS,09:10:00.000000000,Empty,Reefer,40',IOT,35.0,0.0
Mon,2023-12-04,MNBU3942263,MAERSK,Collection,IPHS,LML,11:05:00.000000000,IPHS,11:17:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-04,MWCU5267654,MAERSK,Collection,IPHS,LML,12:11:00.000000000,IPHS,12:29:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-04,MNBU4240847,MAERSK,Collection,IPHS,LML,11:07:00.000000000,IPHS,11:24:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-04,MNBU4254835,MAERSK,Collection,IPHS,LML,12:02:00.000000000,IPHS,12:15:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-04,MNBU3433097,MAERSK,Collection,IPHS,LML,12:28:00.000000000,IPHS,12:42:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-04,MNBU0470693,MAERSK,Collection,IPHS,LML,09:26:00.000000000,IPHS,09:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-04,MNBU0173859,MAERSK,Collection,IPHS,LML,11:39:00.000000000,IPHS,11:55:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-04,SUDU8053428,MAERSK,Collection,IPHS,LML,10:39:00.000000000,IPHS,10:54:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-04,MNBU0372207,MAERSK,Collection,IPHS,LML,10:40:00.000000000,IPHS,10:54:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-09,SUDU6162040,MAERSK,Collection,IPHS,LML,09:44:00.000000000,IPHS,10:00:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-09,MNBU3729448,MAERSK,Collection,IPHS,LML,11:20:00.000000000,IPHS,11:30:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-09,MNBU0070790,MAERSK,Collection,IPHS,LML,13:00:00.000000000,IPHS,13:08:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-09,SUDU8224285,MAERSK,Collection,IPHS,LML,10:55:00.000000000,IPHS,11:05:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-09,SUDU5296229,MAERSK,Collection,IPHS,LML,12:55:00.000000000,IPHS,13:10:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-09,SUDU6051391,MAERSK,Collection,IPHS,LML,10:54:00.000000000,IPHS,11:00:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-09,CGMU9337150,CMA CGM,Collection,IPHS,LML,08:30:00.000000000,IPHS,08:40:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Mon,2023-12-11,MNBU0512377,MAERSK,Collection,IPHS,LML,11:35:00.000000000,IPHS,11:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU0240073,MAERSK,Collection,IPHS,LML,08:50:00.000000000,IPHS,09:00:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,TTNU8056832,IOT,Shifting,NA,IPHS,08:55:00.000000000,IPHS,11:36:00.000000000,Empty,Reefer,40',IOT,35.0,0.0
Mon,2023-12-11,TCLU1221914,IOT,Shifting,NA,IPHS,11:55:00.000000000,IPHS,15:10:00.000000000,Empty,Reefer,40',IOT,35.0,0.0
Mon,2023-12-11,MNBU3118449,MAERSK,Collection,IPHS,LML,10:12:00.000000000,IPHS,10:25:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,PONU4520156,MAERSK,Collection,IPHS,LML,08:51:00.000000000,IPHS,09:05:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU3028155,MAERSK,Collection,IPHS,LML,14:35:00.000000000,IPHS,14:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU0584150,MAERSK,Collection,IPHS,LML,08:30:00.000000000,IPHS,08:40:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU0483746,MAERSK,Collection,IPHS,LML,13:48:00.000000000,IPHS,13:58:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,SUDU5237611,MAERSK,Collection,IPHS,LML,16:02:00.000000000,IPHS,16:23:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,SUDU5282077,MAERSK,Collection,IPHS,LML,16:00:00.000000000,IPHS,16:15:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU0327825,MAERSK,Collection,IPHS,LML,08:12:00.000000000,IPHS,08:24:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,SUDU5260490,MAERSK,Collection,IPHS,LML,15:40:00.000000000,IPHS,15:50:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU4296424,MAERSK,Collection,IPHS,LML,10:45:00.000000000,IPHS,10:55:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU3731342,MAERSK,Collection,IPHS,LML,09:33:00.000000000,IPHS,09:43:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,SUDU8073131,MAERSK,Collection,IPHS,LML,14:58:00.000000000,IPHS,15:08:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU3770544,MAERSK,Collection,IPHS,LML,14:35:00.000000000,IPHS,14:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU3501838,MAERSK,Collection,IPHS,LML,10:07:00.000000000,IPHS,10:17:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,SUDU8074523,MAERSK,Collection,IPHS,LML,15:36:00.000000000,IPHS,15:50:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU3528470,MAERSK,Collection,IPHS,LML,14:00:00.000000000,IPHS,14:10:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MMAU1186893,MAERSK,Collection,IPHS,LML,14:55:00.000000000,IPHS,15:15:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU3698373,MAERSK,Collection,IPHS,LML,08:44:00.000000000,IPHS,08:54:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,SUDU8132379,MAERSK,Collection,IPHS,LML,14:11:00.000000000,IPHS,14:22:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,SUDU6106112,MAERSK,Collection,IPHS,LML,13:25:00.000000000,IPHS,13:35:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU3239409,MAERSK,Collection,IPHS,LML,10:10:00.000000000,IPHS,10:20:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU3212579,MAERSK,Collection,IPHS,LML,09:35:00.000000000,IPHS,09:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU4127194,MAERSK,Collection,IPHS,LML,14:12:00.000000000,IPHS,14:22:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,SUDU6088106,MAERSK,Collection,IPHS,LML,08:25:00.000000000,IPHS,08:39:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,SUDU8065157,MAERSK,Collection,IPHS,LML,15:35:00.000000000,IPHS,15:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Mon,2023-12-11,MNBU3882816,MAERSK,Collection,IPHS,LML,14:25:00.000000000,IPHS,14:35:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Tue,2023-12-12,CGMU5503464,CMA CGM,Collection,IPHS,LML,14:15:00.000000000,IPHS,14:25:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Tue,2023-12-12,TEMU9878081,CMA CGM,Collection,IPHS,LML,13:56:00.000000000,IPHS,14:10:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Tue,2023-12-12,TEMU9878672,CMA CGM,Collection,IPHS,LML,15:00:00.000000000,IPHS,15:10:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Tue,2023-12-12,TEMU9235249,CMA CGM,Collection,IPHS,LML,13:50:00.000000000,IPHS,14:00:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Tue,2023-12-12,TRIU8667986,CMA CGM,Collection,IPHS,LML,14:00:00.000000000,IPHS,14:10:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Wed,2023-12-13,CGMU5505929,CMA CGM,Collection,IPHS,LML,09:50:00.000000000,IPHS,10:00:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Wed,2023-12-13,SEGU9651445,CMA CGM,Collection,IPHS,LML,10:15:00.000000000,IPHS,10:25:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Wed,2023-12-13,CGMU9312297,CMA CGM,Collection,IPHS,LML,10:45:00.000000000,IPHS,10:55:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Wed,2023-12-13,TCLU1148135,CMA CGM,Collection,IPHS,LML,11:40:00.000000000,IPHS,11:56:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Wed,2023-12-13,SUDU6017078,MAERSK,Collection,IPHS,LML,14:10:00.000000000,IPHS,14:20:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Wed,2023-12-13,SUDU5272783,MAERSK,Collection,IPHS,LML,16:20:00.000000000,IPHS,16:30:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Wed,2023-12-13,TCLU1059300,CMA CGM,Collection,IPHS,LML,12:50:00.000000000,IPHS,13:00:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Wed,2023-12-13,SUDU8169444,MAERSK,Collection,IPHS,LML,13:45:00.000000000,IPHS,13:55:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Wed,2023-12-13,SUDU8081332,MAERSK,Collection,IPHS,LML,14:35:00.000000000,IPHS,14:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Wed,2023-12-13,SUDU8066560,MAERSK,Collection,IPHS,LML,15:25:00.000000000,IPHS,15:35:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Wed,2023-12-13,TTNU8879785,CMA CGM,Collection,IPHS,LML,11:11:00.000000000,IPHS,11:27:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Wed,2023-12-13,CNIU2233417,MAERSK,Collection,IPHS,LML,15:05:00.000000000,IPHS,15:15:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Wed,2023-12-13,SUDU5223407,MAERSK,Collection,IPHS,LML,15:55:00.000000000,IPHS,16:05:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Wed,2023-12-13,SUDU5228707,MAERSK,Collection,IPHS,LML,13:15:00.000000000,IPHS,13:25:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Wed,2023-12-13,CGMU9380780,CMA CGM,Collection,IPHS,LML,11:09:00.000000000,IPHS,11:19:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Thu,2023-12-14,SUDU8182220,MAERSK,Collection,IPHS,LML,11:26:00.000000000,IPHS,11:38:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,SUDU6105369,MAERSK,Collection,IPHS,LML,14:47:00.000000000,IPHS,14:57:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,SUDU8182805,MAERSK,Collection,IPHS,LML,11:01:00.000000000,IPHS,11:11:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,SUDU6226273,MAERSK,Collection,IPHS,LML,13:10:00.000000000,IPHS,13:20:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,MNBU3493265,MAERSK,Collection,IPHS,LML,13:32:00.000000000,IPHS,13:47:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,SUDU5232116,MAERSK,Collection,IPHS,LML,12:50:00.000000000,IPHS,13:00:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,SUDU8164041,MAERSK,Collection,IPHS,LML,11:26:00.000000000,IPHS,11:36:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,SUDU8177666,MAERSK,Collection,IPHS,LML,10:37:00.000000000,IPHS,10:47:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,SEGU9509385,CMA CGM,Collection,IPHS,LML,09:50:00.000000000,IPHS,09:54:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Thu,2023-12-14,MNBU9008515,MAERSK,Collection,IPHS,LML,13:35:00.000000000,IPHS,13:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,TEMU9421201,CMA CGM,Collection,IPHS,LML,10:08:00.000000000,IPHS,10:18:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Thu,2023-12-14,MNBU9034181,MAERSK,Collection,IPHS,LML,14:24:00.000000000,IPHS,14:34:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,TLLU1215479,MAERSK,Collection,IPHS,LML,14:18:00.000000000,IPHS,14:31:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,SUDU5245197,MAERSK,Collection,IPHS,LML,08:52:00.000000000,IPHS,09:04:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,MWCU5279402,MAERSK,Collection,IPHS,LML,15:08:00.000000000,IPHS,15:18:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,SZLU9059091,CMA CGM,Collection,IPHS,LML,08:55:00.000000000,IPHS,09:05:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Thu,2023-12-14,TTNU8235817,CMA CGM,Collection,IPHS,LML,09:15:00.000000000,IPHS,09:26:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Thu,2023-12-14,MNBU4127260,MAERSK,Collection,IPHS,LML,15:12:00.000000000,IPHS,15:24:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,SEGU9291483,CMA CGM,Collection,IPHS,LML,09:40:00.000000000,IPHS,09:50:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Thu,2023-12-14,MNBU4224168,MAERSK,Collection,IPHS,LML,14:00:00.000000000,IPHS,14:09:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,MNBU3239461,MAERSK,Collection,IPHS,LML,14:05:00.000000000,IPHS,14:15:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Thu,2023-12-14,CGMU5232423,CMA CGM,Collection,IPHS,LML,09:15:00.000000000,IPHS,09:25:00.000000000,Empty,Reefer,40',CMA CGM,35.0,90.0
Thu,2023-12-14,MNBU0438053,MAERSK,Collection,IPHS,LML,14:42:00.000000000,IPHS,14:57:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3066068,MAERSK,Collection,IPHS,LML,13:30:00.000000000,IPHS,13:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU9025580,MAERSK,Shifting,NA,IPHS,15:00:00.000000000,IPHS,15:50:00.000000000,Empty,Reefer,40',INPESCA,35.0,0.0
Fri,2023-12-15,MNBU0296513,MAERSK,Collection,IPHS,LML,10:45:00.000000000,IPHS,11:01:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU9070194,MAERSK,Collection,IPHS,LML,14:30:00.000000000,IPHS,14:40:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU9123822,MAERSK,Collection,IPHS,LML,13:30:00.000000000,IPHS,13:40:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU9065290,MAERSK,Collection,IPHS,LML,15:00:00.000000000,IPHS,15:15:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU4271426,MAERSK,Collection,IPHS,LML,15:33:00.000000000,IPHS,15:56:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU4043262,MAERSK,Collection,IPHS,LML,10:55:00.000000000,IPHS,11:10:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3875484,MAERSK,Collection,IPHS,LML,11:30:00.000000000,IPHS,11:40:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3827589,MAERSK,Collection,IPHS,LML,13:00:00.000000000,IPHS,13:14:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU4089915,MAERSK,Collection,IPHS,LML,12:55:00.000000000,IPHS,13:05:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,SUDU8109635,MAERSK,Collection,IPHS,LML,14:35:00.000000000,IPHS,14:44:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU4156119,MAERSK,Collection,IPHS,LML,14:57:00.000000000,IPHS,15:15:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MMAU1188052,MAERSK,Collection,IPHS,LML,12:54:00.000000000,IPHS,13:08:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,TRIU8980882,IOT,Shifting,NA,IPHS,10:30:00.000000000,IPHS,11:15:00.000000000,Empty,Reefer,40',IOT,35.0,0.0
Fri,2023-12-15,MNBU0149615,MAERSK,Collection,IPHS,LML,13:24:00.000000000,IPHS,13:41:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,SUDU6160767,MAERSK,Collection,IPHS,LML,14:52:00.000000000,IPHS,15:04:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU0404650,MAERSK,Collection,IPHS,LML,14:47:00.000000000,IPHS,14:57:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU0245157,MAERSK,Collection,IPHS,LML,14:00:00.000000000,IPHS,14:10:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU0365276,MAERSK,Collection,IPHS,LML,14:00:00.000000000,IPHS,14:16:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU0391911,MAERSK,Collection,IPHS,LML,10:51:00.000000000,IPHS,11:12:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MWCU5270154,MAERSK,Collection,IPHS,LML,11:20:00.000000000,IPHS,11:30:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,SUDU6254974,MAERSK,Collection,IPHS,LML,15:39:00.000000000,IPHS,16:05:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MCAU6051695,MAERSK,Collection,IPHS,LML,14:33:00.000000000,IPHS,14:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,TLLU1200740,MAERSK,Collection,IPHS,LML,12:57:00.000000000,IPHS,13:13:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,SUDU6237827,MAERSK,Collection,IPHS,LML,15:40:00.000000000,IPHS,16:00:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MWCU5237752,MAERSK,Collection,IPHS,LML,11:24:00.000000000,IPHS,11:40:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MSWU1004413,MAERSK,Collection,IPHS,LML,11:38:00.000000000,IPHS,11:55:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MSWU0040340,MAERSK,Collection,IPHS,LML,11:30:00.000000000,IPHS,11:45:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3319280,MAERSK,Collection,IPHS,LML,14:18:00.000000000,IPHS,14:28:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3319649,MAERSK,Collection,IPHS,LML,12:55:00.000000000,IPHS,13:10:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,SUDU8234112,MAERSK,Collection,IPHS,LML,10:50:00.000000000,IPHS,11:00:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3274713,MAERSK,Collection,IPHS,LML,11:05:00.000000000,IPHS,11:15:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3694974,MAERSK,Collection,IPHS,LML,13:29:00.000000000,IPHS,13:46:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3067763,MAERSK,Collection,IPHS,LML,13:55:00.000000000,IPHS,14:05:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3319612,MAERSK,Collection,IPHS,LML,13:20:00.000000000,IPHS,13:30:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3790200,MAERSK,Collection,IPHS,LML,14:30:00.000000000,IPHS,14:40:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Fri,2023-12-15,MNBU3273553,MAERSK,Collection,IPHS,LML,11:02:00.000000000,IPHS,11:27:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-16,MWCU5252931,MAERSK,Collection,IPHS,LML,13:14:00.000000000,IPHS,13:25:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-16,MNBU3591868,MAERSK,Collection,IPHS,LML,11:17:00.000000000,IPHS,11:27:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
Sat,2023-12-16,MNBU0086395,MAERSK,Collection,IPHS,LML,15:10:00.000000000,IPHS,15:30:00.000000000,Empty,Reefer,40',MAERSKLINE,35.0,90.0
